Date,Post Text
2024-05-10,"GetMyCouch is hiring Sales & Marketing Representative!(Noida)Requirements:•Currently enrolled or completed a bachelor's degree program (any major)•Work Experience (preferred)•Excellent communication, interpersonal, and organizational skills•Passion for furniture and home decor (a plus!)•Prior experience in customer service or retail sales (preferred)•Basic knowledge of social media platforms•Ability to work independently and collaboratively in a team•Positive attitude and eagerness to learnApply here:https://lnkd.in/ex6ePD5e



…see more"
2024-05-10,"Business Development Executive/Lead Sales Manager-US StaffingWe are seeking a highly motivated and skilled Business Development Executive with experience in the US Staffing Industry. The ideal candidate will have excellent communication and strong interpersonal skills, along with a minimum of 1 year of sales experience working with Tier-1 Clients.Responsibilities:Identify and generate new leads/requirements while maintaining relationships with existing clients to foster business growth.Utilize cold calling techniques to generate requirements from both new and existing clients.Understand client requirements and needs, and shortlist suitable candidates based on technological skills, rates, and location preferences from the available pool of resources.Negotiate rates with both clients and candidates.Ensure timely submissions and provide all necessary information to clients for end client submission.Follow up with clients on the progress of the submittals made.Orient candidates on the interview process and assist in the closure of deals.Requirements:Minimum 1 year of sales experience in the US Staffing Industry, specifically working with Tier-1 Clients.Excellent communication, negotiation, convincing, and client servicing skills.Strong process orientation and consistent performance track record.Ability to work independently and multitask in a fast-paced environment.Confident and self-motivated individual.Should have an Active Tier-1 clientele from where they can generate requirements.



…see more"
2024-05-10,"We are Hiring for Inside Sales Executive role!!!! Roles and responsibilities:1) Give outbound calling and pitch the product2) Generate revenue for the company3) Achieve TargetRequirements:-1) Excellent communication2) Laptop and stable internet3) Good convincing skill4) Street smartTraining period:- 1monthStipend- ₹21428After training CTC will be 4 LPA fixed + 2.4LPA variable #salesopportunity #salescareers #jobinterviews #salesjobs #careergrowth #edtechjobs #incentives #rewardsandrecognition #bdasales #publicspeakers #publicspeaking #communicationskills #presentationskills #interpersonalskills #leadership #targets #counseling Swati Chaudhary Deepti Y. Kiran Mishra MUSKAN .R Anirudh Tiwari Karandeep singh Sankalp Sharma Vinayak Bhat Sheen Vishen Shubham Sandhan Nitish Bhardwaj Akeel Javaid Farhan Ahmad Junaid Shaikh 



…see more"
2024-05-10,"Hello Technical Recruiters,( Not for Bench sale)Hope you all are doing great.Please find the below Hotlist of My Consultants. Share your requirements so that we can share a suitable profile.Java backend developer Java developerJava full stack developerAutomation Tester -RemoteWorkday HCM -RemoteLooking forward to working with you and your company.Please add me to your distribution list for future business.📧 Roop@AKITMCS.com📞 - Call me at P: (724) 485-9815 



…see more"
2024-05-10,"Hello professionals,Hope you are doing well!Please let me know if you have any requirements on below technologies.Sr Java Full Stack DeveloperJava Full Stack DeveloperLead Java DeveloperSr Python DeveloperSr .NET DeveloperIOS Developer*NOTE: AM A BENCH SALES RECRUITER.Humble request to share the C2C requirements on below skills, Our consultants are technically strong and always ready to take the interview.CALLING IS THE BEST WAY TO REACH ME Any timeTechmail135@gmail.com .Looking forward to working with you.Thanks,Murali Krishna



…see more"
2024-05-10,"Hi Recruiters.Hope you're doing well!I would highly appreciate it if you can add my Email Id supriya@sourcecontrolitsolutions.comin your distribution list and share with me your Direct Client’s requirements.NOTE : NOT FOR BENCH SALESProfiles Available for C2C Opportunities:🔹 Java Developer🔹 Linux Developer🔹 Quality Analyst🔹 Devops Engineer🔹 SFDC🔹 Cyber Security🔹 Android Developer🔹 Network Engineer🔹 Data science🔹 Project Manager🔹 Data SQLOur talented professionals are ready to bring their expertise to your projects. Connect with us to discuss your requirements and explore how we can help you achieve your goals.Email : Supriya@sourcecontrolitsolutions.comContact Number : 229-299-0297



…see more"
2024-05-10,"*Requirement for Sales executive* 👉🏻 *Role:-* Sales executive 👉 *Experience*:- Mini. 1 year in any B2B/B2C Sales preferred Moduler sales / Real estate/ Hardcore sales👉 *Qualification*:- Graduation/Post Graduation/ MBA👉🏻 *Salary*:- Upto 20k to 30k + Petrol allowance+ Incentive 👉 *Location*:-  Aatish market, Mansarovar Jaipur👉🏻 *Required*:- Male Good communication, Bike & Licence Interested Candidates share me your update Resume & Call*Contact.:-HR - 8905337720* ( Call+whatsapp)



…see more"
2024-05-10,"Hey everyone, We have a job opportunity waiting for the right candidate! We're on the lookout for talented individuals to join our team at Middle East Fuji in Coimbatore as Procurement Executives.If you're passionate about procurement, sales, and customer care, this could be the perfect fit for you. Requirements:Freshers: 10 positionsExperience: Minimum 2 years required - 6 positionsEligibility: Graduate degree required and Good Communication skills.Send your resume to k.narayanan@mefgroup.com to apply and to get more details. #JobOpportunity #ProcurementExecutive #freshers #sales #PurchaseExecutive



…see more"
2024-05-10,"Hi Folks,Urgent Requirements !Role 1: Sales Hunter (FT)Location: Remote, Travel when needed(Must have retail/e commerce domain exp)Role 2: OMS LeadLocation: LA, CA / Remote(Must have retail/e commerce domain exp)Please share profiles at ayub.khan@intellyk.com#saleshunter #sales #omslead #Leadoms #oms #fulltime #c2c #c2croles #benchsales #c2cvendors #retaildomain #ecommercedomain 



…see more"
2024-05-10,"Hi Recruiters.Good Morning,Hope you're doing well!I would highly appreciate it if you can add my Email Id supriya@sourcecontrolitsolutions.comin your distribution list and share with me your Direct Client’s requirements.NOTE : NOT FOR BENCH SALESProfiles Available for C2C Opportunities:🔹 Java Developer🔹 Linux Developer🔹 Quality Analyst🔹 Devops Engineer🔹 SFDC🔹 Cyber Security🔹 Android Developer🔹 Network Engineer🔹 Data science🔹 Project Manager🔹 Data SQLOur talented professionals are ready to bring their expertise to your projects. Connect with us to discuss your requirements and explore how we can help you achieve your goals.Email : Supriya@sourcecontrolitsolutions.comContact Number : 229-299-0297



…see more"
2024-05-10,"Hi I'm Ajaykumar. (This Not For bench sales recruiters) Bench Sales Recruiter Please add me to a professional network. To share your C2C requirements to Ajaykumar Bench Sales Recruiterajay.b@virontec.com/ajay.benchsales09@gmail.comContact: +1 469-945-1367EXT : 597WhatsApp: +91 863-977-4638Thank you



…see more"
2024-05-10,"Hi #connectionswe are #hiringProfile: Business Development ExecutiveExperience: 2 to 6 years of experience in lead generation from International Market (ASIA PACIFIC and US Region)Location: Work From HomeRequirements:Proven experience in international business development, sales, or related roles.Strong understanding of international trade and business practices.Excellent communication, negotiation, and relationship-building skills.Ability to work independently and collaboratively in a fast-paced and dynamic environment.Fluency in additional languages is a plusQualification: Bachelor’s degree in business, Marketing, International Relations, or a related field.Interested candidates can share their CV on my Email: sharma.mohit@giscindia.com



…see more"
2024-05-10,"Hello All,Hope you’re all doing great.Job Title: Salesforce Program ManagerLocation: RemoteMinimum 10 years broad Information Technology experience with good experience in Salesforce – Sales, Services & Marketing cloudMinimum 5 years’ experience managing and leading software development teamsMinimum 5 years’ experience working with Systems Requirements, Experience in Project and Program Management and Delivery, Quality Assurance and Infrastructure#salesforceprogrammanager #salesforcesalescloud #salesforcemarketingcloud #technicaldelivery #sdlc #projectlifecycle #w2requirement #c2crequirement #FTE‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍If you are interested in this position, please reach out to nikhilp@fixitytech.com or you can call me at 630-454-6003.



…see more"
